element_start,affinity_meltdown_first_time,Achievement
m_type,affinity_overstress,
m_allTags,meltdown,
element_end
element_start,affinity_resolute_first_time,Achievement
m_type,affinity_overstress,
m_allTags,resolute,
element_end
element_start,altar_of_hope_memory_equip_first_time,Achievement
m_type,inventory_item_add,
m_allTags,memory_inventory,
element_end
element_start,altar_of_hope_memory_equip_five_same_hero,Achievement
m_type,inventory_item_add,
m_targetInt,5,
m_allTags,memory_inventory,
element_end
element_start,altar_of_hope_unlock_hero_flagellant,Achievement
m_type,profile_unlock,
m_allTags,flagellant,
element_end
element_start,altar_of_hope_unlock_hero_hellion,Achievement
m_type,profile_unlock,
m_allTags,hellion,
element_end
element_start,altar_of_hope_unlock_hero_jester,Achievement
m_type,profile_unlock,
m_allTags,jester,
element_end
element_start,altar_of_hope_unlock_hero_leper,Achievement
m_type,profile_unlock,
m_allTags,leper,
element_end
element_start,altar_of_hope_unlock_hero_occultist,Achievement
m_type,profile_unlock,
m_allTags,occultist,
element_end
element_start,altar_of_hope_unlock_hero_runaway,Achievement
m_type,profile_unlock,
m_allTags,runaway,
element_end
element_start,altar_of_hope_unlock_hero_vestal,Achievement
m_type,profile_unlock,
m_allTags,vestal,
element_end
element_start,altar_of_hope_upgrade_total_full,Achievement
m_type,altar_of_hope_total_progress,
m_targetFloat,1,
element_end
element_start,altar_of_hope_upgrade_total_half,Achievement
m_type,altar_of_hope_total_progress,
m_targetFloat,0.5,
element_end
element_start,altar_of_hope_upgrade_total_quarter,Achievement
m_type,altar_of_hope_total_progress,
m_targetFloat,0.25,
element_end
element_start,application_start_on_release_anniversary,Achievement
m_type,release_anniversary,
element_end
element_start,combat_kill_animal,Achievement
m_type,actor_death,
m_targetInt,100,
m_allTags,monster,animal,
element_end
element_start,combat_kill_cadavers,Achievement
m_type,actor_death,
m_targetInt,100,
m_allTags,monster,cadaver,
element_end
element_start,combat_kill_cosmic,Achievement
m_type,actor_death,
m_targetInt,100,
m_allTags,monster,cosmic,
element_end
element_start,combat_kill_death,Achievement
m_type,actor_death,
m_targetInt,1,
m_allTags,monster,shared_death,
element_end
element_start,combat_kill_dreaming_general,Achievement
m_type,actor_death,
m_targetInt,1,
m_allTags,monster,lost_battalion_boss_dreaming_general,
element_end
element_start,combat_kill_fanatics,Achievement
m_type,actor_death,
m_targetInt,100,
m_allTags,monster,fanatic,
element_end
element_start,combat_kill_fisherfolk,Achievement
m_type,actor_death,
m_targetInt,100,
m_allTags,monster,coastal,
element_end
element_start,combat_kill_gaunts,Achievement
m_type,actor_death,
m_targetInt,100,
m_allTags,monster,gaunt,
element_end
element_start,combat_kill_gentry,Achievement
m_type,actor_death,
m_targetInt,100,
m_allTags,monster,gentry,
element_end
element_start,combat_kill_harvest_child,Achievement
m_type,actor_death,
m_targetInt,1,
m_allTags,monster,plague_eater_harvest_table,
element_end
element_start,combat_kill_leviathan,Achievement
m_type,actor_death,
m_targetInt,1,
m_allTags,monster,coastal_boss_leviathan,
element_end
element_start,combat_kill_librarian,Achievement
m_type,actor_death,
m_targetInt,1,
m_allTags,monster,
m_anyTags,fanatic_librarian,fanatic_librarian_ignited,
element_end
element_start,combat_kill_antiquarian,Achievement
m_type,actor_death,
m_targetInt,1,
m_allTags,antiquarian,
element_end
element_start,combat_kill_pillagers,Achievement
m_type,actor_death,
m_targetInt,100,
m_allTags,monster,pillager,
element_end
element_start,combat_kill_shambler,Achievement
m_type,actor_death,
m_targetInt,1,
m_allTags,monster,shambler,
element_end
element_start,combat_kill_swine,Achievement
m_type,actor_death,
m_targetInt,100,
m_allTags,monster,swine,
element_end
element_start,combat_kill_lair_boss_bounty_hunter,Achievement
m_type,actor_death_with_source,
m_sourceTags,bounty_hunter,
m_destinationTags,biome_boss,
element_end
element_start,combat_kill_shambler_pet_shambler,Achievement
m_type,actor_death_with_source,
m_sourceTags,pet_shambler,
m_destinationTags,shared_shambler,
element_end
element_start,combat_party_wipe_any_run_boss,Achievement
m_type,party_wipe,
m_anyTags,brain,lungs,eyes,arms,body,
element_end
element_start,combat_party_wipe_all_run_bosses,Achievement
m_type,party_wipe,
m_targetInt,5,
m_allTags,brain,lungs,eyes,arms,body,
element_end
element_start,combat_run_kill_three_lair_bosses,Achievement
m_type,actor_death_run_sum,
m_targetInt,3,
m_allTags,biome_boss,
element_end
element_start,driving_biome_clear_cave,Achievement
m_type,biome_complete,
m_allTags,cave,
element_end
element_start,driving_biome_clear_city,Achievement
m_type,biome_complete,
m_allTags,city,
element_end
element_start,driving_biome_clear_coast,Achievement
m_type,biome_complete,
m_allTags,coast,
element_end
element_start,driving_biome_clear_farm,Achievement
m_type,biome_complete,
m_allTags,farm,
element_end
element_start,driving_biome_clear_forest,Achievement
m_type,biome_complete,
m_allTags,forest,
element_end
element_start,driving_distance_easy,Achievement
m_type,driving_distance,
m_targetFloat,1000,
element_end
element_start,driving_distance_hard,Achievement
m_type,driving_distance,
m_targetFloat,20000,
element_end
